NtsbNo,WeatherCondition,TimeOfDay,Investigation.Type,Event.Date,Air.carrier,Organizational Climate,Personnel Conditions,Supervisory Conditions,Operator Conditions,Unsafe Conditions,Fin_Quarter,Operating Expense per RTM,Operating Revenues_QoQ_pct,"Employment, Total Weighted Avg CY_QoQ_pct",merged_air_crash_data_weather.sky_cond_nonceil
DCA17CA071,VMC,Afternoon,Accident,2/13/2017,COMMUTAIR,Safety Climate,Crew Resource Management,Inadequate Supervision,Adverse Mental State,Skill-based Errors,1,,0,0,FEW
OPS17IA014,VMC,Evening,Incident,2/16/2017,COMPASS AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Adverse Mental State,Decision Errors,1,0.5377,-0.832292769,-2.493506494,FEW
OPS17IA014,VMC,Evening,Incident,2/16/2017,COMPASS AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Adverse Mental State,Decision Errors,1,0.5377,-0.832292769,-2.493506494,FEW
DCA17CA072,VMC,Evening,Accident,2/12/2017,SOUTHWEST AIRLINES,Safety Climate,Crew Resource Management,Planned Inappropriate Operations,Mental Limitations,Decision Errors,1,1.3375,303.5241653,-0.737435591,
DCA17CA079,IMC,Evening,Accident,3/10/2017,AMERICAN AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Adverse Mental State,Skill-based Errors,1,1.6121,314.3194551,-0.245537062,OVCT
ENG17IA017,Unknown,Afternoon,Incident,3/19/2017,ALLEGIANT AIR,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,1,0.9904,312.7077108,4.658851818,
DCA17CA087,VMC,Afternoon,Accident,3/6/2017,DELTA AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,1,1.5703,317.9328938,0.326309316,FEW
DCA17CA096,VMC,Evening,Accident,11/21/2016,DELTA AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,4,1.7077,-76.15553224,0.022595749,
DCA17CA101,VMC,Evening,Accident,4/14/2017,JETBLUE AIRWAYS,Safety Climate,Crew Resource Management,Inadequate Supervision,Adverse Mental State,Skill-based Errors,2,1.2266,-72.16740158,6.495569814,
DCA17CA111,VMC,Evening,Accident,5/2/2017,JETBLUE AIRWAYS,Safety Climate,Crew Resource Management,Inadequate Supervision,Adverse Mental State,Skill-based Errors,2,1.2266,-72.16740158,6.495569814,
DCA17LA122,VMC,Evening,Accident,5/21/2017,DELTA AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Decision Errors,2,1.5287,-72.69256766,2.131625364,
ENG17IA026,Unknown,Morning,Incident,6/7/2017,DELTA AIRLINES,Safety Climate,Personal Readiness,Failed to Correct Known Problem,Adverse Physiological State,Skill-based Errors,2,1.5287,-72.69256766,2.131625364,
ENG17IA027,Unknown,Morning,Incident,6/3/2017,SOUTHWEST AIRLINES,Safety Climate,Personal Readiness,Failed to Correct Known Problem,Adverse Physiological State,Skill-based Errors,2,1.2931,1.756643966,3.629934736,
ENG17IA028,Unknown,Evening,Incident,6/10/2017,SKYWEST AIRLINES,Culture,Personal Readiness,Planned Inappropriate Operations,Adverse Physiological State,Skill-based Errors,2,1.1038,-71.80203118,5.068099694,
DCA17LA145,VMC,Afternoon,Accident,6/23/2017,DELTA AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Decision Errors,2,1.5287,-72.69256766,2.131625364,FEW
DCA17CA147,VMC,Evening,Accident,7/1/2017,AMERICAN AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Adverse Mental State,Decision Errors,3,1.6408,272.7659393,-0.305767756,
DCA17CA147,VMC,Evening,Accident,7/1/2017,AMERICAN AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Adverse Mental State,Decision Errors,3,1.6408,272.7659393,-0.305767756,
DCA17LA182,Unknown,Afternoon,Accident,7/2/2017,SKYWEST AIRLINES,Structure,Crew Resource Management,Planned Inappropriate Operations,Adverse Mental State,Skill-based Errors,3,1.1181,281.896169,-0.925925926,
DCA17CA155,IMC,Evening,Accident,7/20/2017,REPUBLIC AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Adverse Mental State,Skill-based Errors,3,1.0383,-74.58938087,5.633006782,SCAT
DCA17LA173,IMC,Afternoon,Accident,8/5/2017,AMERICAN AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Adverse Mental State,Skill-based Errors,3,1.6408,272.7659393,-0.305767756,UNK
DCA17CA181,VMC,Evening,Accident,8/15/2017,AMERICAN AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Decision Errors,3,1.6408,272.7659393,-0.305767756,
DCA17CA181,VMC,Evening,Accident,8/15/2017,AMERICAN AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Decision Errors,3,1.6408,272.7659393,-0.305767756,
DCA17LA183,IMC,Evening,Accident,8/22/2017,SKYWEST AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Adverse Mental State,Skill-based Errors,3,1.1181,281.896169,-0.925925926,UNK
ENG17IA036,VMC,Evening,Incident,9/6/2017,DELTA AIRLINES,Safety Climate,Crew Resource Management,Planned Inappropriate Operations,Mental Limitations,Skill-based Errors,3,1.6029,274.8350486,-1.10603481,
DCA17CA194,VMC,Afternoon,Accident,9/4/2017,DELTA AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Adverse Mental State,Skill-based Errors,3,1.6029,274.8350486,-1.10603481,
DCA17CA197,VMC,Afternoon,Accident,9/13/2017,PSA AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Decision Errors,3,1.2365,-73.75321833,-0.786324786,UNK
DCA17CA214,VMC,Morning,Accident,9/30/2017,AMERICAN AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Decision Errors,3,1.6408,272.7659393,-0.305767756,CLER
DCA17CA214,VMC,Morning,Accident,9/30/2017,AMERICAN AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Decision Errors,3,1.6408,272.7659393,-0.305767756,CLER
DCA18CA001,VMC,Morning,Accident,10/2/2017,SOUTHWEST AIRLINES,Structure,Crew Resource Management,Planned Inappropriate Operations,Mental Limitations,Skill-based Errors,4,1.3532,0.942748222,1.14016947,SCAT
DCA17CA217,Unknown,Evening,Accident,9/25/2017,SOUTHWEST AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,3,1.341,0.631413244,-0.831231057,
ENG18IA003,VMC,Evening,Incident,11/7/2017,HAWAIIAN AIRLINES,Safety Climate,Crew Resource Management,Planned Inappropriate Operations,Mental Limitations,Skill-based Errors,4,1.1416,2.000629437,1.83908046,
DCA18IA026,IMC,Afternoon,Incident,11/29/2017,DELTA AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Decision Errors,4,1.6178,1.93818631,0.661382215,SCAT
DCA18CA042,VMC,Morning,Accident,12/12/2017,DELTA AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,4,1.6178,1.93818631,0.661382215,FEW
DCA18CA043,VMC,Evening,Accident,12/3/2017,AMERICAN AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Decision Errors,4,1.6642,1.961015723,0.324688299,CLER
DCA18CA043,VMC,Evening,Accident,12/3/2017,AMERICAN AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Decision Errors,4,1.6642,1.961015723,0.324688299,CLER
DCA18CA049,IMC,Evening,Accident,12/18/2017,SKYWEST AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,4,1.1289,5.715537741,3.15976858,
OPS18IA003,IMC,Evening,Incident,12/25/2017,SKYWEST AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Decision Errors,4,1.1289,5.715537741,3.15976858,UNK
DCA18CA074,VMC,Afternoon,Accident,11/19/2017,SOUTHWEST AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Adverse Mental State,Perceptual Errors,4,1.3532,0.942748222,1.14016947,CLER
DCA18IA081,IMC,Evening,Incident,12/30/2017,HORIZON AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Adverse Mental State,Decision Errors,4,1.7801,-3.241475283,2.293714626,FEW
DCA18IA092,VMC,Afternoon,Incident,2/13/2018,UNITED AIRLINES,Structure,Crew Resource Management,Failed to Correct Known Problem,Mental Limitations,Skill-based Errors,1,1.5205,-76.06566331,0.043552426,
DCA18CA102,VMC,Afternoon,Accident,2/24/2018,DELTA AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Adverse Mental State,Skill-based Errors,1,1.8255,1.957435,0.681644806,
DCA18MA142,VMC,Afternoon,Accident,4/17/2018,SOUTHWEST AIRLINES,Structure,Personal Readiness,Failed to Correct Known Problem,Adverse Physiological State,Decision Errors,2,1.3638,-0.007083743,1.129488419,
DCA18LA163,VMC,Evening,Accident,4/18/2018,DELTA AIRLINES,Culture,Personal Readiness,Planned Inappropriate Operations,Adverse Mental State,Decision Errors,2,1.6869,2.257425873,0.529158723,FEW
DCA18CA165,VMC,Afternoon,Accident,5/1/2018,ENDEAVOR AIR,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Decision Errors,2,0.9971,313.6199647,-2.321262767,FEW
DCA18CA165,VMC,Afternoon,Accident,5/1/2018,ENDEAVOR AIR,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Decision Errors,2,0.9971,313.6199647,-2.321262767,FEW
DCA18CA169,VMC,Evening,Accident,5/7/2018,SOUTHWEST AIRLINES,Safety Climate,Crew Resource Management,Failed to Correct Known Problem,Mental Limitations,Decision Errors,2,1.3638,-0.007083743,1.129488419,SCAT
DCA18CA201,Unknown,Evening,Accident,6/10/2018,AMERICAN AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Adverse Mental State,Decision Errors,2,1.719,318.4425441,0.498446079,UNK
DCA18CA209,Unknown,Afternoon,Accident,6/12/2018,SOUTHWEST AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,2,1.3638,-0.007083743,1.129488419,
DCA18CA219,Unknown,Evening,Accident,6/11/2018,AMERICAN AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,2,1.719,318.4425441,0.498446079,
OPS18IA014,VMC,Afternoon,Incident,6/27/2018,ENVOY AIR,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Decision Errors,2,1.9589,2.846070466,2.86779942,CLER
DCA18CA251,VMC,Afternoon,Accident,7/23/2018,DELTA AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Adverse Mental State,Skill-based Errors,3,1.6158,-72.27605668,2.737627794,
DCA18CA252,VMC,Morning,Accident,7/27/2018,ATLAS AIR,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,3,0.3829,5.137828715,10.53440984,FEW
DCA18CA255,Unknown,Evening,Accident,6/17/2018,COMPASS AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Adverse Mental State,Skill-based Errors,2,0.6004,280.8732431,-3.672316384,
DCA18CA266,VMC,Afternoon,Accident,7/31/2018,AMERICAN AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Decision Errors,3,1.7378,-73.44103888,1.146075186,FEW
DCA18CA283,VMC,Morning,Accident,8/13/2018,HAWAIIAN AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Decision Errors,3,1.1916,-72.77793497,5.899802241,SCAT
DCA18LA285,Unknown,Afternoon,Accident,9/6/2018,AMERICAN AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,3,1.7378,-73.44103888,1.146075186,UNK
ENG18IA036,Unknown,Evening,Incident,9/6/2018,DELTA AIRLINES,Culture,Personal Readiness,Failed to Correct Known Problem,Adverse Physiological State,Decision Errors,3,1.6158,-72.27605668,2.737627794,
DCA18CA289,VMC,Evening,Accident,9/11/2018,AMERICAN AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Adverse Mental State,Skill-based Errors,3,1.7378,-73.44103888,1.146075186,CLER
DCA18CA294,VMC,Afternoon,Accident,9/26/2018,AMERICAN AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,3,1.7378,-73.44103888,1.146075186,SCAT
DCA18CA299,Unknown,Evening,Accident,9/24/2018,UNITED AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Decision Errors,3,1.5009,-71.87720624,0.282776039,
DCA19CA006,VMC,Afternoon,Accident,10/11/2018,SOUTHWEST AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Decision Errors,4,1.3933,294.0006031,-0.556834977,FEW
DCA19CA207,IMC,Afternoon,Accident,10/15/2018,SOUTHWEST AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Adverse Mental State,Skill-based Errors,4,1.3933,294.0006031,-0.556834977,
DCA19CA010,Unknown,Morning,Accident,10/12/2018,FRONTIER AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Adverse Mental State,Skill-based Errors,4,0.9753,295.7510397,-1.729676303,
DCA19CA035,VMC,Evening,Accident,12/1/2018,PSA AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Routine Violations,4,1.3107,286.7939923,-2.527444473,
DCA19IA036,IMC,Morning,Incident,12/6/2018,SOUTHWEST AIRLINES,Structure,Crew Resource Management,Planned Inappropriate Operations,Adverse Mental State,Decision Errors,4,1.3933,294.0006031,-0.556834977,FEW
DCA19CA038,VMC,Afternoon,Accident,12/3/2018,AMERICAN AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Decision Errors,4,1.7818,285.3381849,-0.495238095,
DCA19CA034,Unknown,Evening,Accident,12/4/2018,DELTA AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Adverse Mental State,Skill-based Errors,4,1.7194,271.5065904,-1.604486884,
DCA19CA066,IMC,Afternoon,Accident,12/31/2018,AMERICAN AIRLINES,Culture,Crew Resource Management,Inadequate Supervision,Mental Limitations,Decision Errors,4,1.7818,285.3381849,-0.495238095,
DCA19LA070,VMC,Evening,Accident,1/29/2019,KALITTA AIR LLC,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Decision Errors,1,0.4193,-73.51122025,21.26398947,
DCA19CA075,VMC,Morning,Accident,2/5/2019,AMERICAN AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Adverse Mental State,Skill-based Errors,1,1.8695,-76.23932321,-1.06903051,
DCA19CA079,VMC,Morning,Accident,1/8/2019,FRONTIER AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Adverse Mental State,Skill-based Errors,1,0.9664,-74.64660621,10.15841086,
DCA19CA081,IMC,Afternoon,Accident,2/13/2019,COMPASS AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Adverse Mental State,Skill-based Errors,1,0.7282,-1.013902076,-0.861079219,
ENG19IA013,Unknown,Morning,Incident,2/21/2019,UNITED AIRLINES,Culture,Personal Readiness,Failed to Correct Known Problem,Adverse Physiological State,Skill-based Errors,1,1.6493,-76.78320292,0.830316196,
DCA19MA086,IMC,Afternoon,Accident,2/23/2019,ATLAS AIR,Culture,Personal Readiness,Inadequate Supervision,Adverse Physiological State,Decision Errors,1,0.4337,-75.96818949,6.232294618,
DCA19CA088,VMC,Afternoon,Accident,2/27/2019,AMERICAN AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Adverse Mental State,Skill-based Errors,1,1.8695,-76.23932321,-1.06903051,
DCA19FA089,IMC,Afternoon,Accident,3/4/2019,COMMUTAIR,Safety Climate,Personal Readiness,Failed to Correct Known Problem,Adverse Physiological State,Decision Errors,1,,0,0,
DCA19CA090,VMC,Evening,Accident,2/3/2019,UNITED AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Decision Errors,1,1.6493,-76.78320292,0.830316196,
DCA19CA091,IMC,Evening,Accident,2/18/2019,DELTA AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Adverse Mental State,Skill-based Errors,1,1.8232,-76.44380595,1.004124728,
DCA19CA102,IMC,Morning,Accident,3/10/2019,PSA AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Decision Errors,1,1.3765,5.702624835,8.119434259,
DCA19CA102,IMC,Morning,Accident,3/10/2019,PSA AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Decision Errors,1,1.3765,5.702624835,8.119434259,
DCA19CA105,VMC,Evening,Accident,3/11/2019,DELTA AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Decision Errors,1,1.8232,-76.44380595,1.004124728,
DCA19CA105,VMC,Evening,Accident,3/11/2019,DELTA AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Decision Errors,1,1.8232,-76.44380595,1.004124728,
DCA19CA130,VMC,Evening,Accident,3/28/2019,SOUTHWEST AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Adverse Mental State,Skill-based Errors,1,1.4972,-76.55737986,2.438560713,SCAT
DCA19LA134,VMC,Evening,Accident,4/11/2019,AMERICAN AIRLINES,Safety Climate,Crew Resource Management,Supervisory Violations,Mental Limitations,Decision Errors,2,1.7977,325.5961449,0.848391034,
DCA19CA137,VMC,Evening,Accident,4/12/2019,UNITED AIRLINES,Safety Climate,Crew Resource Management,Failed to Correct Known Problem,Mental Limitations,Skill-based Errors,2,1.5806,343.0501293,-0.028726002,CLER
DCA19CA146,VMC,Evening,Accident,4/5/2019,DELTA AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Decision Errors,2,1.7161,336.4852756,0.08572245,SCAT
DCA19CA151,VMC,Evening,Accident,5/25/2019,SOUTHWEST AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Adverse Mental State,Skill-based Errors,2,1.4333,333.8076545,-0.482513117,FEW
DCA19CA153,VMC,Afternoon,Accident,5/28/2019,JETBLUE AIRWAYS,Culture,Crew Resource Management,Inadequate Supervision,Adverse Mental State,Skill-based Errors,2,1.3871,325.0229809,-0.341716055,
DCA19CA168,VMC,Morning,Accident,6/17/2019,SOUTHWEST AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Perceptual Errors,2,1.4333,333.8076545,-0.482513117,
DCA19CA167,VMC,Afternoon,Accident,6/15/2019,UNITED AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Decision Errors,2,1.5806,343.0501293,-0.028726002,
DCA19CA169,VMC,Afternoon,Accident,6/9/2019,UNITED AIRLINES,Culture,Crew Resource Management,Inadequate Supervision,Mental Limitations,Decision Errors,2,1.5806,343.0501293,-0.028726002,FEW
DCA19CA186,VMC,Evening,Accident,7/23/2019,UNITED AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Decision Errors,3,1.5037,-73.21316027,1.736027968,
DCA19CA189,Unknown,Evening,Accident,7/22/2019,UNITED AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Adverse Mental State,Skill-based Errors,3,1.5037,-73.21316027,1.736027968,
DCA19CA192,VMC,Evening,Accident,8/6/2019,UNITED AIRLINES,Structure,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,3,1.5037,-73.21316027,1.736027968,UNK
DCA19CA192,VMC,Evening,Accident,8/6/2019,UNITED AIRLINES,Structure,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,3,1.5037,-73.21316027,1.736027968,UNK
DCA19LA193,VMC,Afternoon,Accident,8/8/2019,FRONTIER AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Adverse Mental State,Decision Errors,3,0.8733,-70.7139563,10.17421603,SCAT
DCA19CA198,VMC,Evening,Accident,8/8/2019,JETBLUE AIRWAYS,Safety Climate,Crew Resource Management,Inadequate Supervision,Adverse Mental State,Skill-based Errors,3,1.3233,-73.76985101,2.523439593,
DCA19CA208,VMC,Evening,Accident,8/27/2019,DELTA AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Adverse Mental State,Skill-based Errors,3,1.576,-72.50621674,1.155072326,SCAT
